# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec  5 09:31:27 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN st_spectype:    Spectral Type
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_tmag:        TESS Magnitude
#
pl_name,pl_radj,pl_bmassj,pl_dens,pl_orbeccen,pl_eqt,pl_orbincl,st_spectype,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_tmag
LP 791-18 b,0.108,0.00609,5.990000,0.000000,564,88.370,M(6.1 +/- 0.7) V,26.4927000,,16.9100000,11.5590000,10.9930000,10.6440000,10.4260000,10.2330000,10.0240000,8.6370000,15.0715000,13.5571000
LP 791-18 c,0.218,0.02234,2.690000,0.000080,324,89.780,M(6.1 +/- 0.7) V,26.4927000,,16.9100000,11.5590000,10.9930000,10.6440000,10.4260000,10.2330000,10.0240000,8.6370000,15.0715000,13.5571000
LP 791-18 d,0.092,0.00283,4.500000,0.001500,396,89.340,M(6.1 +/- 0.7) V,26.4927000,,16.9100000,11.5590000,10.9930000,10.6440000,10.4260000,10.2330000,10.0240000,8.6370000,15.0715000,13.5571000
LP 890-9 b,0.118,0.04153,,,396,89.670,M6 V,32.4298000,,18.0000000,12.2580000,11.6920000,11.3440000,,,,,15.8213000,14.2683000
LP 890-9 c,0.122,0.07960,,,272,89.287,M6 V,32.4298000,,18.0000000,12.2580000,11.6920000,11.3440000,,,,,15.8213000,14.2683000
LSPM J2116+0234 b,0.331,0.04185,1.430000,0.183000,,,M3.0 V,17.6297000,13.4410000,11.9610000,8.2190000,7.6010000,7.3240000,7.1370000,7.0780000,6.9960000,6.8730000,10.8595000,9.6819400
LTT 1445 A b,0.105,0.00903,7.100000,0.190000,555,89.203,M3.0,6.8692900,12.3040000,10.5900000,7.2940000,6.7740000,6.4960000,6.4050000,6.1490000,6.1060000,5.9590000,10.0469000,8.8429400
LTT 1445 A c,0.102,0.00485,5.570000,0.223000,508,87.430,M3.0,6.8692900,12.3040000,10.5900000,7.2940000,6.7740000,6.4960000,6.4050000,6.1490000,6.1060000,5.9590000,10.0469000,8.8429400
LTT 3780 b,0.118,0.00777,5.910000,0.032000,892,85.900,M3.5 V,21.9814000,14.6780000,13.1400000,9.0070000,8.4390000,8.2040010,8.0370000,7.8800000,7.7710000,7.5770000,11.8465000,10.5848000
LTT 3780 c,0.208,0.02209,3.030000,0.030000,353,89.080,M3.5 V,21.9814000,14.6780000,13.1400000,9.0070000,8.4390000,8.2040010,8.0370000,7.8800000,7.7710000,7.5770000,11.8465000,10.5848000
LTT 9779 b,0.421,0.09225,1.536000,0.000000,1978,76.390,G7 V,80.4373000,10.5840000,9.7900000,8.4460000,8.1530000,8.0160000,7.9360000,8.0140000,7.9820000,7.8420000,9.6000600,9.1031000
LkCa 15 b,,,,,,50.000,,158.1520000,13.0080000,12.0250000,9.4240000,8.6000000,8.1630000,7.5040000,7.2070000,5.6960000,3.5650000,11.5887000,10.7873000
LkCa 15 c,,,,,,50.000,,158.1520000,13.0080000,12.0250000,9.4240000,8.6000000,8.1630000,7.5040000,7.2070000,5.6960000,3.5650000,11.5887000,10.7873000
Lupus-TR-3 b,0.890,0.81000,1.400000,0.000000,,88.300,,773.4090000,20.1140000,19.6202000,16.2110000,15.8410000,15.0680000,,,,,18.7650000,17.7596000
MASCARA-1 b,1.597,3.70000,1.500000,0.000340,2594,88.450,A8,182.2730000,8.4500000,8.2800000,7.8190000,7.7490000,7.7400000,7.6580000,7.7130000,7.7230000,7.6970000,8.2424300,8.0882100
MASCARA-4 b,1.530,3.10000,1.070000,0.000000,2100,88.500,A7 V,170.6960000,8.3980000,8.1910000,7.8370000,7.7850000,7.7500000,7.6270000,7.6930000,7.7040000,7.6260000,8.1740100,8.0552000
MOA-2007-BLG-192L b,0.146,0.01000,4.190000,,,,,1000.0000000,,,19.8400000,,,,,,,,
MOA-2007-BLG-400L b,1.200,1.70000,1.210000,,34,,,6890.0000000,,,,,,,,,,,
MOA-2008-BLG-310L b,0.462,0.07360,0.925000,,,,,7700.0000000,,,,,,,,,,,
MOA-2008-BLG-379L b,1.160,4.10000,3.250000,,,,K,3300.0000000,,,,,,,,,,,
MOA-2009-BLG-266L b,0.286,0.03270,1.730000,,,,,3040.0000000,,,,,,,,,,,
MOA-2009-BLG-319L b,0.860,0.21200,0.413000,,,,,7050.0000000,,,,,19.9800000,,,,,,
MOA-2009-BLG-387L b,1.180,2.60000,1.980000,,,52.000,,5690.0000000,,,,,,,,,,,
MOA-2010-BLG-073L b,1.110,11.00000,10.100000,,,,,2800.0000000,,,,,,,,,,,
MOA-2010-BLG-117L b,1.270,0.54000,0.326000,,,,,3500.0000000,,24.3000000,,,18.3000000,,,,,,
MOA-2010-BLG-328L b,0.266,0.02900,1.890000,,,,,810.0000000,,,19.7300000,19.1300000,18.7600000,,,,,,
MOA-2010-BLG-353L b,0.994,0.27000,0.346000,,,,,6430.0000000,,,,,,,,,,,
MOA-2010-BLG-477L b,1.210,1.50000,1.050000,,,,,2300.0000000,,,,,,,,,,,
MOA-2011-BLG-028L b,0.535,0.09000,0.767000,,,,,7380.0000000,,,,,19.0000000,,,,,,
MOA-2011-BLG-262L b,0.383,0.05300,1.180000,,,,,7200.0000000,,,,21.0700000,,,,,,,
MOA-2011-BLG-291L b,0.396,0.05700,1.140000,,,,,4400.0000000,,,,,23.4000000,,,,,,
MOA-2011-BLG-293L b,1.150,4.80000,3.840000,,,,,7720.0000000,,,,19.1600000,,,,,,,
MOA-2011-BLG-322L b,1.110,11.60000,10.600000,,,,,7560.0000000,,,,,,,,,,,
MOA-2012-BLG-006L b,1.120,8.40000,7.420000,,,,,5300.0000000,,,,,,,,,,,
MOA-2012-BLG-505L b,0.221,0.02110,2.410000,,,,,7210.0000000,,,25.3400000,24.4300000,23.9300000,,,,,,
MOA-2013-BLG-220L b,1.180,2.74000,2.080000,,,,,6720.0000000,,,,,,,,,,,
MOA-2013-BLG-605L b,0.144,0.01020,4.190000,,,,,850.0000000,,,,,,,,,,,
MOA-2015-BLG-337L b,0.572,0.10600,0.700000,,,,,7100.0000000,,,,,,,,,,,
MOA-2016-BLG-227L b,1.180,2.80000,2.130000,,,,,6500.0000000,,,,21.5000000,,,,,,,
MOA-2016-BLG-319L b,1.260,0.62000,0.392000,,,,,6800.0000000,,,,,,,,,,,
MOA-2019-BLG-008L b,1.080,18.00000,17.300000,,,,,2700.0000000,,,,,,,,,,,
MOA-2020-BLG-135L b,0.301,0.03555,1.620000,,,,,7900.0000000,,,,,,,,,,,
MOA-2020-BLG-208L b,0.688,0.14473,0.552000,,,,,7490.0000000,,,,,,,,,,,
MOA-2022-BLG-249L b,0.182,0.01520,3.130000,,,,,2000.0000000,,,,,,,,,,,
MOA-bin-1L b,1.160,3.70000,3.000000,,,,,5100.0000000,,,,,,,,,,,
MOA-bin-29 b,1.260,0.60000,0.372000,,,,,7120.0000000,,44.6100000,,32.3400000,33.1100000,,,,,,
MWC 758 c,,,,,500,,A8Ve,159.5370000,8.5730000,8.2700010,7.2210000,6.5600000,5.8040000,4.6840000,3.8650000,2.1630000,-0.1810000,8.1995100,7.9826900
MXB 1658-298 b,1.070,23.70000,24.000000,,,,,,,,,,,,,,,,
NGC 2682 Sand 364 b,1.130,6.69000,5.700000,0.350000,,,K3 III,817.1920000,11.2490000,9.6160000,7.5420000,6.9150000,6.6930000,6.6950000,6.7780000,6.7050000,6.5970000,9.4037400,8.6769000
NGC 2682 Sand 978 b,1.190,2.18000,1.620000,0.160000,,,K4 III,821.9180000,11.1680000,9.8140000,7.3250000,6.6830000,6.4940000,6.3830000,6.5080000,6.4480000,6.2960000,9.2528600,8.4997000
NGC 2682 YBP 1194 b,1.100,0.32000,0.300000,0.300000,,,G5 V,872.9200000,15.3290000,14.5690000,13.3660000,13.0410000,12.9650000,12.9710000,13.0290000,11.8700000,8.5280000,14.4666000,14.0120000
NGC 2682 YBP 1514 b,1.250,0.40000,0.255000,0.280000,,,G5 V,914.2210000,15.5940000,14.6840000,13.4740000,13.1570000,13.1050000,13.0660000,13.1330000,12.2260000,8.8400000,14.6201000,14.1424000
NGC 2682 YBP 401 b,1.270,0.46000,0.275000,0.150000,,,F9 V,830.8220000,14.3190000,13.6990000,12.6380000,12.3760000,12.3370000,12.2840000,12.3120000,11.8770000,8.4530000,13.5888000,13.1954000
NGTS-1 b,1.330,0.81200,0.420000,0.016000,790,85.270,M0.5,218.1210000,16.9120000,15.6670000,12.7020000,12.0580000,11.9360000,11.8100000,11.7720000,11.7500000,8.8330000,14.8661000,13.9143000
NGTS-10 b,1.205,2.16200,1.430000,0.000000,1332,,K5 V,324.6986504,15.2740000,14.5060000,12.3920000,11.8780000,11.7280000,11.6190000,11.6440000,11.7810000,9.0900000,14.2604000,13.6050000
NGTS-11 b,0.817,0.34400,0.780000,0.130000,435,89.160,K,190.4220000,13.3080000,12.4560000,10.8550000,10.4010000,10.3150000,10.2660000,10.3310000,10.2680000,8.5240000,12.1895000,11.6235000
NGTS-12 b,1.048,0.20800,0.223000,0.000000,1257,88.900,G,446.4420000,12.9740000,12.3820000,10.9920000,10.6920000,10.5880000,10.5550000,10.5970000,10.5740000,8.9110000,12.1279000,11.6634000
NGTS-13 b,1.142,4.84000,4.020000,0.086000,1605,88.700,,647.5950000,13.4190000,12.7440000,11.4810000,11.2440000,11.1410000,11.0950000,11.1480000,11.1250000,9.3330000,12.5691000,12.1137000
NGTS-14 A b,0.444,0.09200,1.395000,0.000000,1143,86.700,K1 V,322.1480000,14.0930000,13.2680000,11.8130000,11.3860000,11.3050000,11.1480000,11.2120000,11.3340000,8.6050000,13.0986000,12.5638000
NGTS-15 b,1.100,0.75100,0.740000,0.000000,1146,,G6 V,786.4850000,15.2940000,14.6690000,13.3410000,12.9670000,12.9070000,12.8300000,12.8690000,12.9500000,9.1550000,14.4299000,13.9636000
NGTS-16 b,1.300,0.66700,0.380000,0.000000,1177,,G7 V,898.1680000,15.1400000,14.5290000,13.0900000,12.7350000,12.6470000,12.6470000,12.7070000,12.0460000,9.2830000,14.2311000,13.7428000
NGTS-17 b,1.240,0.76400,0.500000,0.000000,1457,,G4 V,1040.2800000,15.0430000,14.4120000,13.1140000,12.8670000,12.7240000,12.7550000,12.7690000,12.4520000,9.3580000,14.2136000,13.7671000
NGTS-18 b,1.210,0.40900,0.280000,0.000000,1381,,G5 V,1096.1900000,15.3220000,14.5880000,13.2650000,12.8880000,12.8700000,12.7950000,12.8180000,12.7800000,9.2270000,14.3896000,13.9069000
NGTS-2 b,1.595,0.74000,0.226000,0.000000,1468,88.500,F5 V,356.3910000,11.3800000,10.7890000,10.0550000,9.8580000,9.7990000,9.7590000,9.7670000,9.7400000,9.3270000,10.8605000,10.5288000
NGTS-20 b,1.070,2.98000,3.020000,0.432000,688,88.400,G1 IV,382.8980000,11.7580000,11.2330000,10.1430000,9.8790000,9.8300000,9.8000000,9.8340000,9.7750000,9.0750000,11.0313000,10.6509000
NGTS-21 b,1.330,2.36000,1.250000,0.000000,1357,83.850,K3 V,592.8910000,16.6340000,15.5060000,13.6220000,13.1050000,12.9510000,12.8980000,12.9690000,12.4850000,9.0000000,15.2240000,14.5499000
NGTS-23 b,1.267,0.61300,0.374000,0.000000,1327,89.120,F9 V,1074.9500000,14.5720000,14.1260000,13.0560000,12.7970000,12.7300000,12.7100000,12.7440000,12.7890000,9.2400000,13.9535000,13.5861000
NGTS-24 b,1.214,0.52000,0.360000,0.000000,1499,82.610,G2 IV,683.0620000,13.9700000,13.2140000,11.8790000,11.5770000,11.5100000,11.4550000,11.5050000,11.2470000,8.5940000,13.0525000,12.5695000
NGTS-25 b,1.023,0.63900,0.740000,0.000000,1101,89.340,K0 V,521.2330000,15.1370000,14.3330000,12.8180000,12.4170000,12.3240000,12.2870000,12.3280000,12.1370000,9.0300000,14.0864000,13.5460000
NGTS-3 A b,1.480,2.38000,0.310000,,1434,89.560,G6 V,743.9720000,15.4510000,14.6690000,13.2810000,12.9650000,12.8140000,12.7980000,12.8200000,12.4230000,9.4880000,14.4878000,13.9819000
NGTS-4 b,0.284,0.06481,3.450000,0.000000,1650,82.500,,280.5550000,13.9530000,13.1380000,11.5840000,11.1390000,11.0730000,11.0290000,11.0920000,10.9830000,8.7590000,12.9092000,12.3686000
NGTS-5 b,1.136,0.22900,0.194000,0.000000,952,86.600,K2 V,306.7790000,14.7060000,13.7890000,12.1170000,11.7080000,11.6120000,11.5260000,11.5750000,11.8290000,9.3670000,13.5260000,12.9463000
NGTS-6 b,1.326,1.33900,0.711000,0.000000,1284,78.231,,308.2620000,15.1710000,14.2370000,12.2220000,11.7670000,11.6500000,11.5550000,11.6360000,11.4240000,8.8990000,13.8175000,13.1686000
NGTS-8 b,1.090,0.93000,0.890000,0.010000,1345,86.900,K0 V,428.9760000,14.5860000,13.6900000,12.1400000,11.7510000,11.6420000,11.5900000,11.6150000,11.8640000,8.8720000,13.4954000,12.9376000
NGTS-9 b,1.070,2.90000,2.930000,0.060000,1448,84.100,F8 V,609.1280000,13.3610000,12.8680000,11.7120000,11.4880000,11.4520000,11.3850000,11.4210000,11.5790000,8.9890000,12.6547000,12.2682000
NN Ser c,1.130,7.33000,6.400000,0.080000,,,WD,515.8180000,16.6820000,16.9430000,16.9070000,16.2540000,16.1680000,15.8810000,15.7750000,12.5290000,8.9630000,16.5905000,16.7986000
NN Ser d,1.190,2.30000,1.710000,0.190000,,,WD,515.8180000,16.6820000,16.9430000,16.9070000,16.2540000,16.1680000,15.8810000,15.7750000,12.5290000,8.9630000,16.5905000,16.7986000
NSVS 14256825 b,1.100,14.15000,13.300000,0.120000,,,,820.8770000,13.0910000,13.2960000,13.6580000,13.7970000,13.9450000,14.0160000,14.0960000,12.7090000,8.4820000,13.2452000,13.3840000
NY Vir b,1.190,2.30000,1.710000,0.150000,,,,544.0240000,13.4270000,13.4960000,14.5940000,14.6460000,14.6350000,14.2130000,14.2800000,12.9440000,9.2480000,13.3943000,14.0210000
NY Vir c,1.140,5.54000,4.610000,0.150000,,,,544.0240000,13.4270000,13.4960000,14.5940000,14.6460000,14.6350000,14.2130000,14.2800000,12.9440000,9.2480000,13.3943000,14.0210000
OGLE-2003-BLG-235L b,1.180,2.60000,1.980000,,,,K V,5800.0000000,,,,,,,,,,,
OGLE-2005-BLG-071L b,1.160,3.80000,3.000000,,55,,,3200.0000000,,,,,,,,,,,
OGLE-2005-BLG-169L b,0.343,0.04440,1.370000,,,,K5,4100.0000000,,22.7830000,,18.2000000,,,,,,,
OGLE-2005-BLG-390L b,0.197,0.01700,2.800000,,50,,,6600.0000000,,,,,,,,,,,
OGLE-2006-BLG-109L b,1.250,0.72700,0.463000,,82,,,1510.0000000,,,,17.1700000,,,,,,,
OGLE-2006-BLG-109L c,0.994,0.27000,0.346000,0.150000,59,64.000,,1510.0000000,,,,17.1700000,,,,,,,
OGLE-2006-BLG-284L A b,1.270,0.45307,0.271000,,,,,4000.0000000,,,,,,,,,,,
OGLE-2007-BLG-349L AB c,0.952,0.25171,0.359000,,,,M,2760.0000000,,24.7300000,,18.5700000,,,,,,,
OGLE-2007-BLG-368L b,0.421,0.06000,1.050000,,,,,5900.0000000,,17.7100000,,,,,,,,,
OGLE-2008-BLG-092L b,0.780,0.18000,0.469000,,,,,8100.0000000,,,,,,,,,,,
OGLE-2008-BLG-355L b,1.150,4.60000,3.840000,,,,,6800.0000000,,,,,,,,,,,
OGLE-2011-BLG-0173L b,0.804,0.19000,0.451000,,,,,6100.0000000,,,,,,,,,,,
OGLE-2011-BLG-0251L b,1.270,0.53000,0.326000,,,,M,2570.0000000,,,,,,,,,,,
OGLE-2011-BLG-0265L b,1.240,0.88000,0.573000,,,,,4380.0000000,,,,,,,,,,,
OGLE-2012-BLG-0026L b,0.688,0.14500,0.551000,,,,G5 V,4019.0000000,,20.6600000,,16.3900000,,,,,,,
OGLE-2012-BLG-0026L c,1.240,0.86000,0.552000,,,,G5 V,4019.0000000,,20.6600000,,16.3900000,,,,,,,
OGLE-2012-BLG-0358L b,1.200,1.85000,1.340000,,,,,1760.0000000,,,,,,,,,,,
OGLE-2012-BLG-0406L b,1.180,2.73000,2.070000,,,,,4970.0000000,,,,,,,,,,,
OGLE-2012-BLG-0563L b,1.210,0.39000,0.262000,,,,,1300.0000000,,,,,,,,,,,
OGLE-2012-BLG-0724L b,1.270,0.47000,0.282000,,,,M V,6700.0000000,,,,,,,,,,,
OGLE-2012-BLG-0838L b,0.748,0.16700,0.494000,,,,,6320.0000000,,,,,,,,,,,
OGLE-2012-BLG-0950L b,0.585,0.11000,0.681000,,,,M V,2600.0000000,,,,,,,,,,,
OGLE-2013-BLG-0102L b,1.100,13.00000,12.100000,,,,,3040.0000000,,,,,,,,,,,
OGLE-2013-BLG-0132L b,1.030,0.29000,0.324000,,,,,3900.0000000,,,,,,,,,,,
OGLE-2013-BLG-0341L B b,0.104,0.00522,5.840000,,,,,911.0000000,,,,,,,,,,,
OGLE-2013-BLG-0911L b,1.120,9.51000,8.500000,,,,,3220.0000000,,26.4200000,,19.9900000,19.6400000,,,,,,
OGLE-2013-BLG-1721L b,1.260,0.64000,0.392000,,,,,6300.0000000,,,,,,,,,,,
OGLE-2013-BLG-1761L b,1.180,2.70000,2.050000,,,,,6900.0000000,,,,,,,,,,,
OGLE-2014-BLG-0124L b,1.250,0.65000,0.405000,,,,,3500.0000000,,,,,,,,,,,
OGLE-2014-BLG-0319L b,1.260,0.57000,0.355000,,,,M,7730.0000000,,,,20.2900000,19.9200000,,,,,,
OGLE-2014-BLG-0676L b,1.160,3.68000,2.930000,,,,,2670.0000000,,,,,,,,,,,
OGLE-2014-BLG-1722L b,0.766,0.17400,0.479000,,,,,6400.0000000,,,,,,,,,,,
OGLE-2014-BLG-1722L c,0.978,0.26300,0.346000,,,,,6400.0000000,,,,,,,,,,,
OGLE-2014-BLG-1760L b,1.260,0.56000,0.345000,,,,,6860.0000000,,,,20.8000000,,,,,,,
OGLE-2015-BLG-0051L b,1.250,0.72000,0.461000,,,,,8200.0000000,,,,,,,,,,,
OGLE-2015-BLG-0954L b,1.170,3.40000,2.690000,,,,,1200.0000000,,,,,17.4500000,,,,,,
OGLE-2015-BLG-0966L b,0.433,0.06600,1.010000,,,,,3300.0000000,,,,,,,,,,,
OGLE-2015-BLG-1649L b,1.180,2.54000,1.930000,,,,,4230.0000000,,,,19.6800000,,,,,,,
OGLE-2015-BLG-1670L b,0.394,0.05630,1.140000,,,,,6700.0000000,,,22.0000000,20.8000000,20.3000000,,,,,,
OGLE-2015-BLG-1771L b,1.280,0.43300,0.259000,,,,,7070.0000000,,,,,,,,,,,
OGLE-2016-BLG-0263L b,1.160,4.10000,3.250000,,,,,6500.0000000,,,,,,,,,,,
OGLE-2016-BLG-0613L AB b,1.160,4.18000,3.330000,,,,,3410.0000000,,,,,,,,,,,
OGLE-2016-BLG-1067L b,1.280,0.43000,0.263000,,,,,3730.0000000,,,,,,,,,,,
OGLE-2016-BLG-1093 b,1.250,0.71000,0.452000,,,,,8120.0000000,,,,,,,,,,,
OGLE-2016-BLG-1190L b,1.100,13.38000,12.600000,0.420000,,41.200,,6770.0000000,,,,,,,,,,,
OGLE-2016-BLG-1195L b,0.099,0.00450,5.750000,,,,,3910.0000000,,,,,,,,,,,
OGLE-2016-BLG-1227L b,1.240,0.79000,0.512000,,,,,,,,,,,,,,,,
OGLE-2017-BLG-0173L b,0.145,0.01029,4.230000,,,,,4705.0000000,,,,,,,,,,,
OGLE-2017-BLG-0373L b,1.250,0.40100,0.254000,,,,,5915.0000000,,,,,,,,,,,
OGLE-2017-BLG-0406L b,1.270,0.41000,0.249000,,,,,5200.0000000,,26.1000000,,19.6000000,,,,,,,
OGLE-2017-BLG-0482L b,0.263,0.02800,1.930000,,,,,5800.0000000,,,,,,,,,,,
OGLE-2017-BLG-0604L b,1.270,0.51000,0.307000,,,,,3950.0000000,,,,,,,,,,,
OGLE-2017-BLG-1049L b,1.140,5.53000,4.610000,,,,,5670.0000000,,,,,,,,,,,
OGLE-2017-BLG-1099L b,1.170,3.02000,2.350000,,,,,7250.0000000,,,,,,,,,,,
OGLE-2017-BLG-1140L b,1.210,1.59000,1.130000,,,,,,,,,,,,,,,,
OGLE-2017-BLG-1375L b,1.110,11.28000,10.300000,,,,,3930.0000000,,,,,,,,,,,
OGLE-2017-BLG-1434L b,0.173,0.01394,3.330000,,,,,860.0000000,,,,,,,,,,,
OGLE-2017-BLG-1522L b,1.250,0.75000,0.481000,,,,,7490.0000000,,,,,,,,,,,
OGLE-2017-BLG-1691L b,0.350,0.04600,1.330000,,,,,7290.0000000,,,,,,,,,,,
OGLE-2017-BLG-1806L b,0.192,0.01658,2.910000,,,,,6400.0000000,,,,,,,,,,,
OGLE-2018-BLG-0298L b,0.674,0.14000,0.566000,,,,,6540.0000000,,,,,,,,,,,
OGLE-2018-BLG-0383L b,0.215,0.02014,2.510000,,,,,7700.0000000,,,,,,,,,,,
OGLE-2018-BLG-0506L b,0.373,0.05129,1.230000,,,,,5600.0000000,,,,,,,,,,,
OGLE-2018-BLG-0516L b,0.422,0.06324,1.040000,,,,,7000.0000000,,,,,,,,,,,
OGLE-2018-BLG-0532L b,0.212,0.01960,2.570000,,,,,773.0000000,,,,,,,,,,,
OGLE-2018-BLG-0567L b,1.100,0.32000,0.300000,,,,,7060.0000000,,,,,,,,,,,
OGLE-2018-BLG-0596L b,0.340,0.04383,1.380000,,,,,5650.0000000,,,,,,,,,,,
OGLE-2018-BLG-0677L b,0.162,0.01250,3.610000,,,,,7580.0000000,,,,,,,,,,,
OGLE-2018-BLG-0740L b,1.150,4.80000,3.840000,0.000000,,,G V,3200.0000000,,18.2100000,,,,,,,,,
OGLE-2018-BLG-0799L b,0.971,0.26000,0.351000,,,,,4050.0000000,,,,,,,,,,,
OGLE-2018-BLG-0932L b,1.240,0.89000,0.579000,,,,,6620.0000000,,,,,,,,,,,
OGLE-2018-BLG-0962L b,1.220,1.34000,0.930000,,,,,6500.0000000,,,,,,,,,,,
OGLE-2018-BLG-0977L b,0.215,0.02014,2.510000,,,,,6500.0000000,,,,,,,,,,,
OGLE-2018-BLG-1011L b,1.200,1.80000,1.270000,,,,,7100.0000000,,,,,,,,,,,
OGLE-2018-BLG-1011L c,1.180,2.80000,2.130000,,,,,7100.0000000,,,,,,,,,,,
OGLE-2018-BLG-1119L b,1.240,0.91000,0.592000,,,,,5760.0000000,,,,,,,,,,,
OGLE-2018-BLG-1126L b,0.393,0.05600,1.140000,,,,,5700.0000000,,,,,,,,,,,
OGLE-2018-BLG-1185L b,0.253,0.02643,2.040000,,,,,7400.0000000,,29.3000000,,21.2000000,20.8000000,,,,,,
OGLE-2018-BLG-1212L b,0.832,0.20000,0.431000,,,,,1550.0000000,,,,,,,,,,,
OGLE-2018-BLG-1269L b,1.250,0.67000,0.412000,,,,,2510.0000000,,,,,,,,,,,
OGLE-2018-BLG-1367L b,1.230,0.95000,0.631000,,,,,5370.0000000,,,,,,,,,,,
OGLE-2018-BLG-1428L b,1.250,0.77000,0.481000,,,,,6220.0000000,,,,,,,,,,,
OGLE-2018-BLG-1647L b,1.230,0.97000,0.645000,,,,,7880.0000000,,,,,,,,,,,
OGLE-2018-BLG-1700L b,1.150,4.40000,3.580000,,,,,7600.0000000,,,,,,,,,,,
OGLE-2019-BLG-0249L b,1.130,7.12000,6.070000,,,,,6370.0000000,,,,,,,,,,,
OGLE-2019-BLG-0299L b,1.140,6.22000,5.300000,,,,,5830.0000000,,,,,,,,,,,
OGLE-2019-BLG-0304L b,1.270,0.51000,0.311000,,,,,6980.0000000,,,,,,,,,,,
OGLE-2019-BLG-0362L b,1.170,3.26000,2.530000,,,,,5830.0000000,,,,,,,,,,,
OGLE-2019-BLG-0468L b,1.170,3.43000,2.660000,,,,G,4400.0000000,,,,,,,,,,,
OGLE-2019-BLG-0468L c,1.110,10.22000,9.140000,,,,G,4400.0000000,,,,,,,,,,,
OGLE-2019-BLG-0679L b,1.170,3.34000,2.590000,,,,,5630.0000000,,,,,,,,,,,
OGLE-2019-BLG-0954L b,1.100,14.20000,13.300000,,,,,3630.0000000,,,,,,,,,,,
OGLE-2019-BLG-0960L b,0.124,0.00787,5.120000,,,,,980.0000000,,,,,,,,,,,
OGLE-2019-BLG-1053L b,0.123,0.00780,5.190000,,,,,6800.0000000,,,,,,,,,,,
OGLE-2019-BLG-1470L AB c,1.190,2.20000,1.630000,,,,,5900.0000000,,,,,,,,,,,
OGLE-2019-BLG-1492L b,0.606,0.11673,0.651000,,,,,5600.0000000,,,,,,,,,,,
OGLE-TR-10 b,1.250,0.62000,0.400000,0.820000,1702,90.000,G2 V,1344.9700000,19.3310000,16.0060000,13.6920000,13.3140000,12.8560000,,,,,15.6845000,14.9500000
OGLE-TR-111 b,1.019,0.55000,0.650000,0.540000,1019,88.300,K2 V,1068.3300000,17.6590000,16.7070000,14.6990000,14.2250000,14.1120000,,,,,16.5277000,15.8092000
OGLE-TR-113 b,1.093,1.26000,1.200000,0.150000,1342,87.800,K4 V,566.4590000,,15.8485000,,,,,,,,15.4430000,14.7028000
OGLE-TR-132 b,1.200,1.18000,0.850000,0.600000,2013,83.400,F5 V,2012.6200000,19.2250000,16.5360000,15.2520000,14.8610000,14.9900000,,,,,16.4883000,15.9580000
OGLE-TR-182 b,1.130,1.01000,0.410000,0.000000,1550,85.700,,2501.7500000,,16.9195000,15.4530000,14.8990000,14.7370000,,,,,16.6783000,16.0985000
OGLE-TR-211 b,1.360,1.03000,0.420000,0.000000,1686,87.200,,1515.2600000,15.5590000,15.3640000,13.7670000,13.4190000,13.3790000,,,,,15.0702000,14.5509000
OGLE-TR-56 b,1.363,1.39000,0.680000,0.670000,2212,77.600,F8 V,282.8391387,,15.3000000,,,,,,,,16.0931000,15.4172000
OGLE2-TR-L9 b,1.610,4.50000,1.250000,,2034,79.800,,1627.6300000,15.4910000,14.7180000,13.5080000,13.2460000,13.1170000,,,,,14.5637000,14.1491000
Oph 11 b,1.100,14.00000,13.100000,,2175,,M9,136.1655920,,,14.4720000,13.8040000,13.4230000,12.8130000,12.3700000,11.8760000,7.8680000,18.9120000,16.9778000
PDS 70 b,2.720,3.00000,0.185000,0.190000,1204,140.000,K7,113.0640000,13.4940000,12.0320000,9.5530010,8.8230000,8.5420000,8.0360000,7.7140000,5.7210000,3.3620000,11.5848000,10.7787000
PDS 70 c,2.040,2.00000,0.292000,0.110000,995,132.000,K7,113.0640000,13.4940000,12.0320000,9.5530010,8.8230000,8.5420000,8.0360000,7.7140000,5.7210000,3.3620000,11.5848000,10.7787000
