# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Nov  4 14:52:22 2023
#
# User preference: *
#
# CONSTRAINT:  order by pl_name desc
#
# COLUMN pl_name:        Planet Name
# COLUMN disc_year:      Discovery Year
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,disc_year,pl_radj,pl_bmassj,pl_orbeccen,pl_eqt,sy_dist
KIC 10525077 b,2015,0.491,,,,1461.1500000
KIC 10068024 b,2021,,2.00000,,,721.1050000
KIC 10001893 d,2014,,,,,1672.9400000
KIC 10001893 c,2014,,,,,1672.9400000
KIC 10001893 b,2014,,,,,1672.9400000
KELT-9 b,2017,,,,,204.4550000
KELT-9 b,2017,,,,,204.4550000
KELT-9 b,2017,1.783,2.44000,,,204.4550000
KELT-9 b,2017,1.891,2.88000,0.000000,4050,204.4550000
KELT-9 b,2017,1.815,,,3446,204.4550000
KELT-8 b,2015,1.878,,,1428,197.5720000
KELT-8 b,2015,,,,,197.5720000
KELT-8 b,2015,1.860,0.85800,0.047000,,197.5720000
KELT-8 b,2015,,,,,197.5720000
KELT-8 b,2015,1.620,0.66000,0.040000,,197.5720000
KELT-8 b,2015,1.860,0.86700,0.035000,1675,197.5720000
KELT-8 b,2015,,,,,197.5720000
KELT-7 b,2015,,,,,136.6810000
KELT-7 b,2015,,,,,136.6810000
KELT-7 b,2015,1.584,,,1801,136.6810000
KELT-7 b,2015,1.600,1.39000,0.000000,,136.6810000
KELT-7 b,2015,1.533,1.28000,0.000000,2048,136.6810000
KELT-7 b,2015,,,,,136.6810000
KELT-7 b,2015,,,,,136.6810000
KELT-6 c,2015,,3.71000,0.210000,,240.7260000
KELT-6 b,2014,1.193,0.43000,0.220000,1313,240.7260000
KELT-6 b,2014,1.300,0.52000,0.220000,,240.7260000
KELT-6 b,2014,1.275,,,1442,240.7260000
KELT-6 b,2014,,,,,240.7260000
KELT-6 b,2014,1.180,0.44200,0.036000,,240.7260000
KELT-6 b,2014,1.180,0.44200,0.029000,,240.7260000
KELT-4 A b,2016,1.699,0.90200,0.000000,1823,218.0500000
KELT-4 A b,2016,,,,,218.0500000
KELT-4 A b,2016,1.679,,,1695,218.0500000
KELT-3 b,2013,1.560,1.94000,0.000000,,210.2520000
KELT-3 b,2013,1.345,1.47700,0.000000,1816,210.2520000
KELT-3 b,2013,,,,,210.2520000
KELT-3 b,2013,,,,,210.2520000
KELT-3 b,2013,,,,,210.2520000
KELT-3 b,2013,1.492,,,1790,210.2520000
KELT-3 b,2013,1.345,1.47800,0.035000,,210.2520000
KELT-24 b,2019,1.392,,,1349,96.5173000
KELT-24 b,2019,,,,,96.5173000
KELT-24 b,2019,1.272,5.18000,0.077000,1459,96.5173000
KELT-24 b,2019,,,,,96.5173000
KELT-24 b,2019,,,0.033000,,96.5173000
KELT-24 b,2019,1.360,4.20000,0.050000,1473,96.5173000
KELT-23 A b,2019,1.323,0.93800,0.000000,1561,126.2610000
KELT-23 A b,2019,1.317,,,1351,126.2610000
KELT-23 A b,2019,,,,,126.2610000
KELT-23 A b,2019,,,,,126.2610000
KELT-21 b,2018,1.653,,,1985,470.8780000
KELT-21 b,2018,,,,,470.8780000
KELT-21 b,2018,1.586,3.91000,0.000000,2051,470.8780000
KELT-20 b,2017,1.741,3.38200,,2262,136.4260000
KELT-20 b,2017,,,,,136.4260000
KELT-20 b,2017,1.830,17.00000,0.000000,2260,136.4260000
KELT-20 b,2017,1.823,,,2084,136.4260000
KELT-20 b,2017,,,,,136.4260000
KELT-2 A b,2012,1.350,1.70000,0.000000,,134.0580000
KELT-2 A b,2012,1.290,1.52700,0.081000,,134.0580000
KELT-2 A b,2012,1.301,,,1715,134.0580000
KELT-2 A b,2012,1.286,1.52200,0.000000,,134.0580000
KELT-19 A b,2017,,,,,300.2760000
KELT-19 A b,2017,1.677,,,1722,300.2760000
KELT-19 A b,2017,1.910,4.07000,,1935,300.2760000
KELT-18 b,2017,,,,,321.3760000
KELT-18 b,2017,1.570,1.18000,0.000000,2085,321.3760000
KELT-18 b,2017,1.635,,,2113,321.3760000
KELT-18 b,2017,,,,,321.3760000
KELT-18 b,2017,,,,,321.3760000
KELT-17 b,2016,1.564,,,1883,226.5000000
KELT-17 b,2016,,,,,226.5000000
KELT-17 b,2016,1.525,1.31000,,2087,226.5000000
KELT-16 b,2017,,,,,444.5860000
KELT-16 b,2017,1.529,,,2332,444.5860000
KELT-16 b,2017,1.415,2.75000,0.000000,2453,444.5860000
KELT-16 b,2017,,,,,444.5860000
KELT-15 b,2016,1.740,1.31000,0.000000,,324.6830000
KELT-15 b,2016,1.430,,,1616,324.6830000
KELT-15 b,2016,1.443,0.91000,0.000000,1642,324.6830000
KELT-15 b,2016,,,,,324.6830000
KELT-15 b,2016,,,,,324.6830000
KELT-14 b,2016,,,,,250.1210000
KELT-14 b,2016,1.743,1.28400,0.000000,1970,250.1210000
KELT-14 b,2016,1.536,,,1493,250.1210000
KELT-14 b,2016,1.520,1.19600,0.000000,1904,250.1210000
KELT-14 b,2016,,,,,250.1210000
KELT-12 b,2017,1.780,0.95000,0.000000,1800,368.0300000
KELT-12 b,2017,1.471,,,1654,368.0300000
KELT-12 b,2017,,,,,368.0300000
KELT-11 b,2017,1.350,0.17100,0.000700,,99.1596000
KELT-11 b,2017,1.211,,,1186,99.1596000
KELT-11 b,2017,,,,,99.1596000
KELT-11 b,2017,1.370,0.19500,0.000000,1712,99.1596000
KELT-11 b,2017,,,0.030000,,99.1596000
KELT-11 b,2017,,,,,99.1596000
KELT-11 b,2017,,0.22200,0.700000,,99.1596000
KELT-11 b,2017,,,,,99.1596000
KELT-10 b,2016,,,,,188.4040000
KELT-10 b,2016,1.399,0.67900,,1377,188.4040000
KELT-10 b,2016,1.297,,,1226,188.4040000
KELT-1 b,2012,,,,,268.4300000
KELT-1 b,2012,1.110,27.23000,0.009900,,268.4300000
KELT-1 b,2012,,,,,268.4300000
KELT-1 b,2012,1.083,,,2233,268.4300000
KELT-1 b,2012,,,,,268.4300000
KELT-1 b,2012,,,0.003700,,268.4300000
K2-99 b,2016,1.113,,,,519.2290000
K2-99 b,2016,0.940,,,,519.2290000
K2-99 b,2016,,,,,519.2290000
K2-99 b,2016,1.290,0.97000,0.190000,,519.2290000
K2-99 b,2016,0.740,,,,519.2290000
K2-99 b,2016,1.046,,,1113,519.2290000
K2-98 b,2016,,,,,518.6250000
K2-98 b,2016,0.447,,,,518.6250000
K2-98 b,2016,0.384,0.10131,0.000000,1102,518.6250000
K2-98 b,2016,0.433,,,1138,518.6250000
K2-98 b,2016,0.400,,,,518.6250000
K2-98 b,2016,0.464,,,1092,518.6250000
K2-98 b,2016,,,,,518.6250000
K2-98 b,2016,0.410,,,,518.6250000
K2-97 b,2016,0.947,,,1499,878.4300000
K2-97 b,2016,1.030,,,,878.4300000
K2-97 b,2016,0.971,,,,878.4300000
K2-97 b,2016,0.887,,,928,878.4300000
K2-97 b,2016,0.718,,,,878.4300000
K2-97 b,2016,,,,,878.4300000
K2-97 b,2016,1.310,0.48000,,,878.4300000
K2-97 b,2016,1.310,0.48000,0.220000,,878.4300000
K2-97 b,2016,1.310,1.10000,,,878.4300000
K2-95 b,2016,1.320,,,,179.8540000
K2-95 b,2016,0.310,,,,179.8540000
K2-95 b,2016,,,,,179.8540000
K2-95 b,2016,0.330,,0.160000,,179.8540000
K2-95 b,2016,0.157,,,,179.8540000
K2-95 b,2016,0.295,,,474,179.8540000
K2-95 b,2016,0.346,,,383,179.8540000
K2-95 b,2016,0.171,,,,179.8540000
K2-91 b,2016,0.105,,,,62.5785000
K2-91 b,2016,0.109,,0.090000,,62.5785000
K2-91 b,2016,0.098,,,,62.5785000
K2-91 b,2016,,,,,62.5785000
K2-90 c,2016,0.116,,0.190000,,134.1880000
K2-90 c,2016,0.121,,,,134.1880000
K2-90 c,2016,0.091,,,,134.1880000
K2-90 b,2016,,,,,134.1880000
K2-90 b,2016,0.226,,0.070000,,134.1880000
K2-90 b,2016,0.236,,,,134.1880000
K2-90 b,2016,0.232,,,502,134.1880000
K2-90 b,2016,0.182,,,,134.1880000
K2-9 b,2015,0.143,,,284,82.9631000
K2-9 b,2015,0.500,,,,82.9631000
K2-9 b,2015,0.297,,,,82.9631000
K2-9 b,2015,0.276,,,,82.9631000
K2-9 b,2015,0.201,,,314,82.9631000
K2-89 b,2016,0.096,,0.150000,,86.0386000
K2-89 b,2016,0.055,,,,86.0386000
K2-89 b,2016,0.055,,,,86.0386000
K2-88 b,2016,0.113,,,,110.5610000
K2-88 b,2016,0.110,,,,110.5610000
K2-88 b,2016,0.205,,0.260000,,110.5610000
K2-87 b,2016,0.609,,,1024,491.2420000
K2-87 b,2016,0.751,,,,491.2420000
K2-87 b,2016,0.410,,,,491.2420000
K2-87 b,2016,0.678,,,979,491.2420000
K2-86 b,2016,0.176,,,,258.6990000
K2-86 b,2016,0.175,,,,258.6990000
K2-86 b,2016,0.450,,,,258.6990000
K2-85 b,2016,0.107,,,,97.2179000
K2-85 b,2016,0.114,,,,97.2179000
K2-85 b,2016,0.121,,,,97.2179000
K2-85 b,2016,0.090,,,,97.2179000
K2-85 b,2016,0.122,,0.240000,,97.2179000
K2-85 b,2016,0.125,,,,97.2179000
K2-85 b,2016,,,,,97.2179000
K2-84 c,2016,0.193,,,,284.8760000
K2-84 c,2016,0.181,,,,284.8760000
K2-84 b,2016,0.224,,,,284.8760000
K2-84 b,2016,0.215,,,,284.8760000
K2-83 c,2016,,,,,125.5290000
K2-83 c,2016,0.188,,0.060000,,125.5290000
K2-83 c,2016,0.150,,,,125.5290000
K2-83 c,2016,0.132,,,,125.5290000
K2-83 b,2016,0.121,,,,125.5290000
K2-83 b,2016,0.153,,0.070000,,125.5290000
K2-83 b,2016,0.111,,,,125.5290000
K2-81 b,2016,0.212,,,,252.3180000
K2-81 b,2016,,,,,252.3180000
K2-81 b,2016,0.176,,0.060000,,252.3180000
K2-81 b,2016,0.162,,,,252.3180000
K2-80 d,2018,0.213,,,,200.8020000
K2-80 d,2018,0.228,,,,200.8020000
K2-80 c,2016,0.133,,,,200.8020000
K2-80 c,2016,0.131,,,,200.8020000
K2-80 c,2016,0.126,,,,200.8020000
K2-80 b,2016,0.181,,,,200.8020000
K2-80 b,2016,0.179,,,,200.8020000
K2-80 b,2016,0.189,,,,200.8020000
K2-8 c,2016,0.206,,,877,403.5130000
K2-8 c,2016,0.219,,,,403.5130000
K2-8 c,2016,0.207,,,,403.5130000
K2-8 c,2016,0.215,,,801,403.5130000
K2-8 c,2016,0.218,,,,403.5130000
K2-8 b,2015,,,,,403.5130000
K2-8 b,2015,0.265,,,691,403.5130000
K2-8 b,2015,0.296,,,,403.5130000
K2-8 b,2015,0.276,,,,403.5130000
K2-8 b,2015,0.255,,,,403.5130000
K2-8 b,2015,0.319,,,631,403.5130000
K2-79 b,2016,0.281,,,,256.0110000
K2-79 b,2016,0.406,,,,256.0110000
K2-79 b,2016,0.329,,,,256.0110000
K2-79 b,2016,0.365,0.02895,0.230000,1022,256.0110000
K2-79 b,2016,0.361,,,,256.0110000
K2-77 b,2016,0.223,,,,141.7310000
K2-77 b,2016,,,,,141.7310000
K2-77 b,2016,0.226,,,,141.7310000
K2-77 b,2016,0.205,1.90000,0.140000,,141.7310000
K2-77 b,2016,0.215,,,693,141.7310000
K2-77 b,2016,0.220,,,,141.7310000
K2-75 c,2016,0.282,,,,561.9300000
K2-75 c,2016,0.247,,,,561.9300000
K2-75 c,2016,0.206,,,,561.9300000
K2-75 c,2016,0.234,,,,561.9300000
K2-75 b,2016,0.227,,,,561.9300000
K2-75 b,2016,0.193,,,,561.9300000
K2-75 b,2016,0.238,,,,561.9300000
K2-75 b,2016,0.275,,,,561.9300000
K2-74 b,2016,0.262,,,,377.8220000
K2-74 b,2016,0.206,,,,377.8220000
K2-74 b,2016,0.327,,,,377.8220000
K2-74 b,2016,0.264,,,,377.8220000
K2-73 b,2016,0.423,,,,269.1830000
K2-73 b,2016,0.234,,,,269.1830000
K2-73 b,2016,0.242,,,,269.1830000
K2-73 b,2016,,,,,269.1830000
K2-73 b,2016,,,,,269.1830000
K2-73 b,2016,0.219,,,,269.1830000
K2-72 e,2016,0.073,,,,66.4321000
K2-72 e,2016,0.115,,0.110000,,66.4321000
K2-72 d,2016,0.065,,,,66.4321000
K2-72 d,2016,0.090,,0.110000,,66.4321000
K2-72 c,2016,0.077,,,,66.4321000
K2-72 c,2016,0.103,,0.110000,,66.4321000
K2-72 b,2016,0.096,,0.110000,,66.4321000
K2-72 b,2016,0.067,,,,66.4321000
K2-72 b,2016,0.137,,,,66.4321000
K2-71 b,2016,0.296,,,,153.1920000
K2-71 b,2016,0.192,,,,153.1920000
K2-70 b,2016,0.247,,,,232.9640000
K2-70 b,2016,0.258,,,,232.9640000
K2-70 b,2016,0.240,,,,232.9640000
K2-70 b,2016,0.245,,,,232.9640000
K2-70 b,2016,,,,,232.9640000
K2-7 b,2015,0.380,,,,738.5530000
K2-7 b,2015,0.368,,,,738.5530000
K2-7 b,2015,0.238,,,651,738.5530000
K2-69 b,2016,0.274,,,,180.6970000
K2-69 b,2016,0.210,,,,180.6970000
K2-69 b,2016,0.207,,,,180.6970000
K2-68 b,2016,0.179,,,,168.6520000
K2-68 b,2016,0.163,,,,168.6520000
K2-68 b,2016,0.154,,,,168.6520000
K2-68 b,2016,0.141,,,,168.6520000
K2-66 b,2016,0.222,,,,513.8770000
K2-66 b,2016,0.261,,,,513.8770000
K2-66 b,2016,0.222,0.06702,0.000000,1372,513.8770000
K2-65 b,2016,0.123,,,,
K2-65 b,2016,0.131,,,,
K2-65 b,2016,0.147,,,,
K2-65 b,2016,0.141,,,,
K2-65 b,2016,,,,,
K2-64 b,2016,0.254,,,,499.8910000
K2-64 b,2016,0.249,,,,499.8910000
K2-64 b,2016,,,,,499.8910000
K2-64 b,2016,0.185,,,,499.8910000
K2-63 c,2016,0.348,,,,517.5340000
K2-63 c,2016,0.327,,,,517.5340000
K2-63 c,2016,0.267,,,,517.5340000
K2-63 b,2016,0.287,,,,517.5340000
K2-63 b,2016,0.258,,,,517.5340000
K2-63 b,2016,0.186,,,,517.5340000
K2-62 c,2016,0.188,,,,112.4670000
K2-62 c,2016,0.154,,,,112.4670000
K2-62 c,2016,0.191,,,,112.4670000
K2-62 c,2016,0.169,,,,112.4670000
K2-62 b,2016,0.151,,,,112.4670000
K2-62 b,2016,0.191,,,,112.4670000
K2-62 b,2016,,,,,112.4670000
K2-62 b,2016,0.172,,,,112.4670000
K2-62 b,2016,0.194,,,,112.4670000
K2-61 b,2016,,,,,405.7320000
K2-61 b,2016,0.221,,,,405.7320000
K2-61 b,2016,0.173,,,,405.7320000
K2-61 b,2016,0.172,,,,405.7320000
K2-61 b,2016,0.181,,,,405.7320000
K2-60 b,2016,0.932,,,,491.8700000
K2-60 b,2016,,,,,491.8700000
K2-60 b,2016,,,,,491.8700000
K2-60 b,2016,1.255,,,2254,491.8700000
K2-60 b,2016,0.575,,,,491.8700000
K2-60 b,2016,0.683,0.42600,0.000000,1400,491.8700000
K2-60 b,2016,0.883,,,,491.8700000
K2-6 b,2015,0.223,,,615,316.8190000
K2-6 b,2015,0.223,,,,316.8190000
K2-6 b,2015,0.273,,,,316.8190000
K2-6 b,2015,0.218,,,,316.8190000
K2-6 b,2015,0.206,,,,316.8190000
K2-59 c,2016,0.205,,,,311.3130000
K2-59 c,2016,0.220,,,,311.3130000
K2-59 c,2016,0.186,,,,311.3130000
K2-59 b,2016,0.240,,,,311.3130000
K2-59 b,2016,0.215,,,,311.3130000
K2-59 b,2016,0.190,,,,311.3130000
K2-58 d,2016,0.153,,,,181.7460000
K2-58 d,2016,0.156,,,,181.7460000
K2-58 d,2016,0.159,,,,181.7460000
K2-58 d,2016,0.164,,,,181.7460000
K2-58 c,2016,0.146,,,,181.7460000
K2-58 c,2016,0.145,,,,181.7460000
K2-58 c,2016,0.145,,,,181.7460000
K2-58 c,2016,0.153,,,,181.7460000
K2-58 b,2016,,,,,181.7460000
K2-58 b,2016,0.231,,,,181.7460000
K2-58 b,2016,0.239,,,,181.7460000
K2-58 b,2016,0.234,,,,181.7460000
K2-58 b,2016,0.243,,,,181.7460000
K2-57 b,2016,0.226,,,,264.2130000
K2-57 b,2016,0.194,,,,264.2130000
K2-57 b,2016,0.187,,,,264.2130000
K2-55 b,2016,0.391,,0.070000,,159.5220000
K2-55 b,2016,,,,,159.5220000
K2-55 b,2016,0.395,,,,159.5220000
K2-55 b,2016,0.363,,,,159.5220000
K2-55 b,2016,,,,,159.5220000
K2-55 b,2016,0.341,,,,159.5220000
K2-55 b,2016,0.424,,,912,159.5220000
K2-54 b,2016,0.103,,,,174.9550000
K2-53 b,2016,0.223,,,,138.0180000
K2-53 b,2016,,,,,138.0180000
K2-53 b,2016,0.209,,,,138.0180000
K2-53 b,2016,0.232,,,665,138.0180000
K2-53 b,2016,0.220,,,,138.0180000
K2-52 b,2016,1.606,,,2004,1038.4100000
K2-52 b,2016,1.480,,,,1038.4100000
K2-52 b,2016,0.177,,,,1038.4100000
K2-52 b,2016,0.990,,,,1038.4100000
K2-50 b,2016,0.219,,,,257.4430000
K2-50 b,2016,0.204,,,,257.4430000
K2-50 b,2016,0.142,,,,257.4430000
K2-5 c,2015,0.180,,,,202.9430000
K2-5 c,2015,0.146,,,,202.9430000
K2-5 c,2015,0.202,,,456,202.9430000
K2-5 c,2015,0.171,,,511,202.9430000
K2-5 b,2015,0.134,,,,202.9430000
K2-5 b,2015,0.171,,,634,202.9430000
K2-5 b,2015,0.370,,,,202.9430000
K2-5 b,2015,0.214,,,,202.9430000
K2-5 b,2015,0.170,,,565,202.9430000
K2-49 b,2016,0.172,,,,457.1250000
K2-49 b,2016,0.285,,,,457.1250000
K2-49 b,2016,0.300,,,,457.1250000
K2-48 b,2016,0.248,,,,313.7640000
K2-48 b,2016,0.199,,,,313.7640000
K2-48 b,2016,0.200,,,,313.7640000
K2-47 b,2016,0.169,,,,349.8810000
K2-47 b,2016,0.221,,,,349.8810000
K2-47 b,2016,0.226,,,,349.8810000
K2-46 b,2016,0.220,,,,449.2370000
K2-46 b,2016,0.210,,,,449.2370000
K2-46 b,2016,0.182,,,889,449.2370000
K2-46 b,2016,0.236,,,,449.2370000
K2-46 b,2016,0.183,,,,449.2370000
K2-45 b,2016,1.020,,,,495.3170000
K2-45 b,2016,0.599,,,,495.3170000
K2-45 b,2016,0.931,,0.100000,,495.3170000
K2-45 b,2016,1.061,,,1074,495.3170000
K2-45 b,2016,0.981,,,,495.3170000
K2-44 b,2016,0.217,,,,476.7030000
K2-44 b,2016,0.193,,,1211,476.7030000
K2-44 b,2016,0.279,,,,476.7030000
K2-44 b,2016,0.186,,,,476.7030000
K2-44 b,2016,0.243,,,,476.7030000
K2-44 b,2016,0.262,,,,476.7030000
K2-43 c,2019,0.230,,,,182.5360000
K2-43 c,2019,0.216,,,1094,182.5360000
K2-43 b,2016,0.368,,,,182.5360000
K2-43 b,2016,0.402,,,939,182.5360000
K2-43 b,2016,0.460,,,,182.5360000
K2-43 b,2016,0.424,,0.070000,,182.5360000
K2-43 b,2016,0.390,,,,182.5360000
K2-43 b,2016,0.431,,,637,182.5360000
K2-42 b,2016,0.249,,,,396.9130000
K2-42 b,2016,0.192,,,,396.9130000
K2-42 b,2016,0.201,,,,396.9130000
K2-417 b,2023,0.295,2.20000,,558,94.0424000
K2-416 b,2023,0.237,5.20000,,447,120.3110000
K2-415 b,2023,0.091,0.02360,,412,21.8182000
K2-415 b,2023,0.093,,,374,21.8182000
K2-414 c,2022,0.172,,,,260.0360000
K2-414 b,2022,0.109,,,,260.0360000
K2-413 c,2022,0.110,,,,285.1620000
K2-413 b,2022,0.068,,,,285.1620000
K2-412 b,2022,0.189,,,,654.0850000
K2-411 b,2022,0.088,,,,298.2190000
K2-409 b,2022,0.221,,,,431.0310000
K2-409 b,2022,0.221,,,,431.0310000
K2-408 b,2022,0.150,,,,162.3060000
K2-408 b,2022,0.150,,,,162.3060000
K2-407 c,2022,0.121,,,,218.3760000
K2-407 c,2022,0.121,,,,218.3760000
K2-407 b,2022,0.114,,,,218.3760000
K2-407 b,2022,0.114,,,,218.3760000
K2-406 b,2022,0.411,,,,85.3751000
K2-406 b,2022,0.411,,,,85.3751000
K2-405 b,2022,0.408,,,,197.2340000
K2-405 b,2022,0.340,,,,197.2340000
K2-405 b,2022,0.373,,,969,197.2340000
K2-404 b,2022,0.226,,,,121.6300000
K2-404 b,2022,0.226,,,,121.6300000
K2-403 b,2022,0.476,,,,246.5990000
K2-403 b,2022,0.476,,,,246.5990000
K2-402 b,2022,0.239,,,,523.0550000
K2-402 b,2022,0.239,,,,523.0550000
K2-401 b,2022,0.202,,,,200.7270000
K2-401 b,2022,0.202,,,,200.7270000
K2-400 b,2022,0.104,,,,62.3804000
K2-400 b,2022,0.104,,,,62.3804000
K2-4 b,2015,0.187,,0.080000,,231.8280000
K2-4 b,2015,0.151,,,,231.8280000
K2-4 b,2015,0.229,,,,231.8280000
K2-4 b,2015,0.211,,,563,231.8280000
K2-4 b,2015,,,,,231.8280000
K2-4 b,2015,0.204,,,,231.8280000
K2-399 b,2022,1.119,,,2529,515.4910000
K2-399 b,2022,0.540,,,,515.4910000
K2-399 b,2022,0.540,,,,515.4910000
K2-398 c,2022,0.455,,,,606.9920000
K2-398 c,2022,0.455,,,,606.9920000
K2-398 b,2022,0.203,,,,606.9920000
K2-398 b,2022,0.203,,,,606.9920000
K2-397 b,2022,0.216,,,,199.3540000
K2-397 b,2022,0.216,,,,199.3540000
K2-396 c,2022,0.279,,,,274.8640000
K2-396 b,2022,0.141,,,,274.8640000
K2-396 b,2022,0.141,,,,274.8640000
K2-395 c,2022,0.303,,,,286.7270000
K2-395 c,2022,0.303,,,,286.7270000
K2-395 b,2022,0.232,,,,286.7270000
K2-395 b,2022,0.232,,,,286.7270000
K2-394 b,2022,0.151,,,,98.0152000
K2-394 b,2022,,,,,98.0152000
K2-393 b,2022,0.210,,,,265.9140000
K2-393 b,2022,,,,,265.9140000
K2-392 b,2022,0.165,,,,406.9850000
K2-392 b,2022,0.165,,,,406.9850000
K2-391 b,2022,0.122,,,,507.9400000
K2-391 b,2022,0.122,,,,507.9400000
K2-390 b,2022,0.416,,,,456.1220000
K2-390 b,2022,0.389,,,1300,456.1220000
K2-390 b,2022,0.416,,,,456.1220000
K2-39 b,2016,0.633,,,,307.4700000
K2-39 b,2016,0.149,,,,307.4700000
K2-39 b,2016,0.560,0.09000,0.000000,,307.4700000
K2-39 b,2016,0.509,0.12522,0.152000,1670,307.4700000
K2-39 b,2016,0.732,0.15826,0.000000,,307.4700000
K2-39 b,2016,,,,,307.4700000
K2-389 c,2022,0.182,,,,259.2080000
K2-389 c,2022,0.182,,,,259.2080000
K2-389 b,2022,0.195,,,,259.2080000
K2-389 b,2022,0.189,,,,259.2080000
K2-388 b,2022,0.327,,,,290.4950000
K2-388 b,2022,0.327,,,,290.4950000
K2-387 b,2022,0.360,,,,266.3180000
K2-387 b,2022,0.733,,,,266.3180000
K2-387 b,2022,0.653,,,,266.3180000
K2-386 b,2022,0.207,,,,428.7850000
K2-386 b,2022,,,,,428.7850000
K2-386 b,2022,0.244,,,,428.7850000
K2-385 b,2022,0.153,,,,420.8190000
K2-385 b,2022,0.137,,,,420.8190000
K2-384 f,2022,,,,,82.6603000
K2-384 f,2022,0.198,,,,82.6603000
K2-384 f,2022,0.159,,,,82.6603000
K2-384 e,2022,0.120,,,,82.6603000
K2-384 e,2022,0.102,,,,82.6603000
K2-384 d,2022,0.124,,,,82.6603000
K2-384 d,2022,0.098,,,,82.6603000
K2-384 c,2022,0.106,,,,82.6603000
K2-384 c,2022,0.094,,,,82.6603000
K2-384 b,2022,0.096,,,,82.6603000
K2-383 b,2022,0.156,,,,203.7880000
K2-383 b,2022,0.170,,,,203.7880000
K2-383 b,2022,0.140,,,,203.7880000
K2-382 b,2022,0.185,,,,278.4120000
K2-382 b,2022,0.212,,,,278.4120000
K2-382 b,2022,0.250,,,,278.4120000
K2-381 d,2022,0.140,,,,145.7010000
K2-381 d,2022,0.132,,,,145.7010000
K2-381 d,2022,0.151,,,,145.7010000
K2-381 c,2022,0.180,,,,145.7010000
K2-381 c,2022,0.183,,,,145.7010000
K2-381 c,2022,0.180,,,,145.7010000
K2-381 c,2022,,,,,145.7010000
K2-381 c,2022,0.178,,,,145.7010000
K2-381 b,2022,0.096,,,,145.7010000
K2-381 b,2022,0.084,,,,145.7010000
K2-381 b,2022,0.100,,,,145.7010000
K2-380 b,2022,0.243,,,,249.3030000
K2-380 b,2022,0.175,,,,249.3030000
K2-38 c,2016,0.252,,,,192.6900000
K2-38 c,2016,0.204,0.02611,0.161000,916,192.6900000
K2-38 c,2016,0.216,0.03115,,858,192.6900000
K2-38 c,2016,0.215,,,,192.6900000
K2-38 c,2016,0.222,0.02328,0.086000,949,192.6900000
K2-38 b,2016,0.137,0.02297,0.197000,1266,192.6900000
K2-38 b,2016,0.170,0.06000,,,192.6900000
K2-38 b,2016,0.146,,,,192.6900000
K2-38 b,2016,0.175,,,,192.6900000
K2-38 b,2016,0.138,0.03776,,1184,192.6900000
K2-38 b,2016,0.148,0.02423,0.110000,1310,192.6900000
K2-379 b,2022,0.203,,,,182.2070000
K2-379 b,2022,0.195,,,,182.2070000
K2-378 b,2022,,,,,687.9730000
K2-378 b,2022,0.257,,,,687.9730000
K2-378 b,2022,0.282,,,,687.9730000
K2-377 b,2022,,,,,195.1490000
K2-377 b,2022,0.151,,,,195.1490000
K2-377 b,2022,0.162,,,,195.1490000
K2-376 b,2022,0.155,,,,161.6100000
K2-376 b,2022,0.155,,,,161.6100000
K2-375 b,2022,0.200,,,,696.1000000
K2-375 b,2022,0.160,,,,696.1000000
K2-375 b,2022,0.253,,,,696.1000000
K2-375 b,2022,,,,,696.1000000
K2-374 c,2022,0.197,,,,359.4390000
K2-374 c,2022,0.197,,,,359.4390000
K2-374 b,2022,0.142,,,,359.4390000
K2-374 b,2022,0.142,,,,359.4390000
K2-373 b,2022,0.184,,,,229.5670000
K2-373 b,2022,0.201,,,,229.5670000
K2-372 b,2022,0.288,,,,463.8800000
K2-372 b,2022,0.270,,,,463.8800000
K2-372 b,2022,,,,,463.8800000
K2-372 b,2022,0.263,,,,463.8800000
K2-371 b,2022,1.068,,,957,442.8130000
K2-371 b,2022,1.162,,,,442.8130000
K2-371 b,2022,1.073,,,,442.8130000
K2-371 b,2022,1.120,,,,442.8130000
K2-371 b,2022,,,,,442.8130000
K2-371 b,2022,,,,,442.8130000
K2-370 b,2022,0.247,,,1328,144.2020000
K2-370 b,2022,0.286,,,,144.2020000
K2-370 b,2022,0.286,,,,144.2020000
K2-37 d,2016,0.230,,,,179.9430000
K2-37 d,2016,0.208,,,,179.9430000
K2-37 d,2016,0.231,,,,179.9430000
K2-37 d,2016,0.244,,,663,179.9430000
K2-37 d,2016,0.215,,,,179.9430000
K2-37 c,2016,,,,,179.9430000
K2-37 c,2016,0.232,,,,179.9430000
K2-37 c,2016,0.236,,,,179.9430000
K2-37 c,2016,0.245,,,861,179.9430000
K2-37 c,2016,0.236,,,,179.9430000
K2-37 c,2016,0.223,,,,179.9430000
K2-37 b,2016,0.134,,,,179.9430000
K2-37 b,2016,0.136,,,,179.9430000
K2-37 b,2016,0.140,,,,179.9430000
K2-37 b,2016,0.144,,,974,179.9430000
K2-37 b,2016,0.148,,,,179.9430000
